id,city,date,toss_winner,toss_decision,umpire1,umpire2,venue,winner,team1,team2,player_of_match,result_margin,result,eliminator,method,neutral_venue
1254062,Chennai,2021-04-12,Kolkata Knight Riders,field,Chettithody Shamshuddin,Chris Gaffaney,MA Chidambaram Stadium,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Rahul Chahar,10,runs,N,,0
1254064,Wankhede,2021-04-14,Rajasthan Royals,field,Sundaram Ravi,Virender Sharma,Wankhede Stadium,Rajasthan Royals,Rajasthan Royals,Delhi Capitals,Jaydev Unadkat,3,wickets,N,,0
1254065,Wankhede,2021-04-15,Chennai Super Kings,field,Anil Chaudhary,Anil Dandekar,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings,Punjab Kings,Deepak Chahar,6,wickets,N,,0
1254066,Chennai,2021-04-16,Mumbai Indians,bat,Chris Gaffaney,Krishnamachari Srinivasan,MA Chidambaram Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Kieron Pollard,13,runs,N,,0
1254067,Chennai,2021-04-17,Royal Challengers Bangalore,bat,Chettithody Shamshuddin,Nitin Menon,MA Chidambaram Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,AB de Villiers,38,runs,N,,0
1254068,Wankhede,2021-04-17,Delhi Capitals,field,Anil Chaudhary,Paul Reiffel,Wankhede Stadium,Delhi Capitals,Delhi Capitals,Punjab Kings,Shikhar Dhawan,6,wickets,N,,0
1254069,Wankhede,2021-04-18,Rajasthan Royals,field,Paul Reiffel,Virender Sharma,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,Moeen Ali,45,runs,N,,0
1254070,Chennai,2021-04-19,Mumbai Indians,bat,Chettithody Shamshuddin,Chris Gaffaney,MA Chidambaram Stadium,Delhi Capitals,Delhi Capitals,Mumbai Indians,Amit Mishra,6,wickets,N,,0
1254071,Chennai,2021-04-20,Punjab Kings,bat,Krishnamachari Srinivasan,Nitin Menon,MA Chidambaram Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,Jonny Bairstow,9,wickets,N,,0
1254072,Wankhede,2021-04-20,Kolkata Knight Riders,field,Anil Dandekar,Paul Reiffel,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,Faf du Plessis,18,runs,N,,0
1254073,Wankhede,2021-04-21,Royal Challengers Bangalore,field,Jayaraman Madanagopal,Sundaram Ravi,Wankhede Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Devdutt Padikkal,10,wickets,N,,0
1254074,Chennai,2021-04-22,Punjab Kings,field,Chettithody Shamshuddin,Nitin Menon,MA Chidambaram Stadium,Punjab Kings,Punjab Kings,Mumbai Indians,KL Rahul,9,wickets,N,,0
1254075,Wankhede,2021-04-23,Rajasthan Royals,field,Navdeep Singh,Sundaram Ravi,Wankhede Stadium,Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders,Chris Morris,6,wickets,N,,0
1254076,Wankhede,2021-04-24,Chennai Super Kings,bat,Anil Chaudhary,Virender Sharma,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Ravindra Jadeja,69,runs,N,,0
1254077,Chennai,2021-04-24,Delhi Capitals,bat,Chris Gaffaney,KN Ananthapadmanabhan,MA Chidambaram Stadium,Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad,Prithvi Shaw,,tie,Y,one-over,0
1254079,Ahmedabad,2021-04-26,Delhi Capitals,field,Sundaram Ravi,Virender Sharma,Narendra Modi Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,AB de Villiers,1,run,N,,0
1254081,Delhi,2021-04-28,Mumbai Indians,field,Chris Gaffaney,KN Ananthapadmanabhan,Arun Jaitley Stadium,Mumbai Indians,Mumbai Indians,Rajasthan Royals,Quinton de Kock,7,wickets,N,,0
1254084,Delhi,2021-04-30,Mumbai Indians,field,KN Ananthapadmanabhan,Nandan,Arun Jaitley Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Kieron Pollard,4,wickets,N,,0
1254085,Delhi,2021-05-01,Sunrisers Hyderabad,field,Chettithody Shamshuddin,Chris Gaffaney,Arun Jaitley Stadium,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,55,runs,N,,0
1254086,Ahmedabad,2021-05-01,Delhi Capitals,field,Anil Chaudhary,Anil Dandekar,Narendra Modi Stadium,Delhi Capitals,Delhi Capitals,Punjab Kings,Mayank Agarwal,7,wickets,N,,0
1254087,Abu Dhabi,2021-09-19,Royal Challengers Bangalore,bat,Chris Gaffaney,Sundaram Ravi,Zayed Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,Varun Chakravarthy,9,wickets,N,,0
1254111,Dubai (DSC),2021-09-20,Punjab Kings,field,Anil Chaudhary,Michael Gough,Dubai International Cricket Stadium,Rajasthan Royals,Rajasthan Royals,Punjab Kings,Kartik Tyagi,2,runs,N,,0
1254108,Dubai (DSC),2021-09-25,Mumbai Indians,field,Anil Chaudhary,Michael Gough,Dubai International Cricket Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Glenn Maxwell,54,runs,N,,0
1254099,Abu Dhabi,2021-09-27,Mumbai Indians,field,Sundaram Ravi,Virender Sharma,Zayed Cricket Stadium,Mumbai Indians,Mumbai Indians,Punjab Kings,Kieron Pollard,6,wickets,N,,0
1254091,Sharjah,2021-09-29,Chennai Super Kings,field,Nitin Menon,Yeshwant Barde,Sharjah Cricket Stadium,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Josh Hazlewood,6,wickets,N,,0
1254089,Abu Dhabi,2021-10-01,Rajasthan Royals,field,Chris Gaffaney,Virender Sharma,Zayed Cricket Stadium,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,Ruturaj Gaikwad,7,wickets,N,,0
1254090,Sharjah,2021-10-02,Royal Challengers Bangalore,bat,KN Ananthapadmanabhan,Richard Illingworth,Sharjah Cricket Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,Glenn Maxwell,6,runs,N,,0
1254109,Dubai (DSC),2021-10-02,Sunrisers Hyderabad,bat,Jayaraman Madanagopal,Michael Gough,Dubai International Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Shubman Gill,6,wickets,N,,0
1254095,Abu Dhabi,2021-10-05,Royal Challengers Bangalore,field,Sundaram Ravi,Ulhas Gandhe,Zayed Cricket Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Kane Williamson,4,runs,N,,0
1254101,Dubai (DSC),2021-10-07,Royal Challengers Bangalore,field,KN Ananthapadmanabhan,Nitin Menon,Dubai International Cricket Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,Srikar Bharat,7,wickets,N,,0
1254088,Abu Dhabi,2021-10-07,Mumbai Indians,bat,Tapan Sharma,Virender Sharma,Zayed Cricket Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Ishan Kishan,42,runs,N,,0
1216510,Dubai (DSC),2020-09-23,Royal Challengers Bangalore,field,Anil Chaudhary,Paul Reiffel,Dubai International Cricket Stadium,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,97,runs,N,,0
1216539,Dubai (DSC),2020-09-24,Chennai Super Kings,field,KN Ananthapadmanabhan,Richard Illingworth,Dubai International Cricket Stadium,Delhi Capitals,Delhi Capitals,Chennai Super Kings,Prithvi Shaw,44,runs,N,,0
1216545,Abu Dhabi,2020-09-25,Sunrisers Hyderabad,bat,Chris Gaffaney,Virender Sharma,Zayed Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Shubman Gill,7,wickets,N,,0
1216527,Sharjah,2020-09-26,Rajasthan Royals,field,Krishnamachari Srinivasan,Richard Illingworth,Sharjah Cricket Stadium,Rajasthan Royals,Rajasthan Royals,Kings XI Punjab,Sanju Samson,4,wickets,N,,0
1216515,Sharjah,2020-10-02,Kolkata Knight Riders,field,Richard Illingworth,Vineet Kulkarni,Sharjah Cricket Stadium,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,Shreyas Iyer,18,runs,N,,0
1216538,Sharjah,2020-10-03,Mumbai Indians,bat,KN Ananthapadmanabhan,Richard Illingworth,Sharjah Cricket Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Trent Boult,34,runs,N,,0
1216513,Dubai (DSC),2020-10-03,Kings XI Punjab,bat,Anil Dandekar,Nitin Menon,Dubai International Cricket Stadium,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,Shane Watson,10,wickets,N,,0
1216519,Dubai (DSC),2020-10-04,Royal Challengers Bangalore,field,Nitin Menon,Yeshwant Barde,Dubai International Cricket Stadium,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,Axar Patel,59,runs,N,,0
1216511,Abu Dhabi,2020-10-05,Mumbai Indians,bat,Sundaram Ravi,Virender Sharma,Zayed Cricket Stadium,Mumbai Indians,Mumbai Indians,Rajasthan Royals,Suryakumar Yadav,57,runs,N,,0
1216501,Abu Dhabi,2020-10-06,Kolkata Knight Riders,bat,KN Ananthapadmanabhan,Richard Illingworth,Zayed Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,Rahul Tripathi,10,runs,N,,0
1216542,Dubai (DSC),2020-10-07,Sunrisers Hyderabad,bat,Anil Chaudhary,Nitin Menon,Dubai International Cricket Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Jonny Bairstow,69,runs,N,,0
1216525,Dubai (DSC),2020-10-09,Royal Challengers Bangalore,bat,Anil Chaudhary,Paul Reiffel,Dubai International Cricket Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Virat Kohli,37,runs,N,,0
1216529,Abu Dhabi,2020-10-10,Delhi Capitals,bat,Chris Gaffaney,Sundaram Ravi,Zayed Cricket Stadium,Mumbai Indians,Mumbai Indians,Delhi Capitals,Quinton de Kock,5,wickets,N,,0
1216531,Sharjah,2020-10-14,Royal Challengers Bangalore,bat,Chettithody Shamshuddin,KN Ananthapadmanabhan,Sharjah Cricket Stadium,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,8,wickets,N,,0
1216512,Abu Dhabi,2020-10-17,Sunrisers Hyderabad,field,Pashchim Pathak,Sundaram Ravi,Zayed Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Lockie Ferguson,,tie,Y,one-over,0
1216498,Dubai (DSC),2020-10-23,Sunrisers Hyderabad,field,Anil Dandekar,Paul Reiffel,Dubai International Cricket Stadium,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Chris Jordan,12,runs,N,,0
1216544,Dubai (DSC),2020-10-24,Royal Challengers Bangalore,bat,Chettithody Shamshuddin,Richard Illingworth,Dubai International Cricket Stadium,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Ruturaj Gaikwad,8,wickets,N,,0
1216541,Abu Dhabi,2020-10-24,Mumbai Indians,bat,Ulhas Gandhe,Virender Sharma,Zayed Cricket Stadium,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Ben Stokes,8,wickets,N,,0
1216520,Sharjah,2020-10-25,Kings XI Punjab,field,KN Ananthapadmanabhan,Richard Illingworth,Sharjah Cricket Stadium,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,Chris Gayle,8,wickets,N,,0
1216524,Dubai (DSC),2020-10-26,Delhi Capitals,field,Anil Chaudhary,Nitin Menon,Dubai International Cricket Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Wriddhiman Saha,88,runs,N,,0
1216495,Sharjah,2020-11-02,Sunrisers Hyderabad,field,Chettithody Shamshuddin,Richard Illingworth,Sharjah Cricket Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Shahbaz Nadeem,10,wickets,N,,0
1175361,Kolkata,2019-03-26,Kings XI Punjab,field,Anil Chaudhary,Vineet Kulkarni,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Andre Russell,28,runs,N,,0
1175364,Mohali,2019-03-29,Kings XI Punjab,field,Chris Gaffaney,Vineet Kulkarni,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kings XI Punjab,Mumbai Indians,Mayank Agarwal,8,wickets,N,,0
1175368,Mohali,2019-03-31,Delhi Capitals,field,Anil Chaudhary,Chris Gaffaney,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kings XI Punjab,Delhi Capitals,Sam Curran,14,runs,N,,0
1175369,Jaipur,2019-04-01,Rajasthan Royals,field,Anil Dandekar,Marais Erasmus,Sawai Mansingh Stadium,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Shreyas Gopal,7,wickets,N,,0
1175370,Wankhede,2019-04-02,Chennai Super Kings,field,Bruce Oxenford,Rod Tucker,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Hardik Pandya,37,runs,N,,0
1175371,Delhi,2019-04-03,Sunrisers Hyderabad,field,Chettithody Shamshuddin,KN Ananthapadmanabhan,Feroz Shah Kotla,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Jonny Bairstow,5,wickets,N,,0
1178394,Hyderabad (Deccan),2019-04-05,Sunrisers Hyderabad,field,Anil Dandekar,Nitin Menon,Rajiv Gandhi International Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Alzarri Joseph,40,runs,N,,0
1178395,Bengaluru,2019-04-06,Delhi Capitals,field,Sundaram Ravi,Yeshwant Barde,M Chinnaswamy Stadium,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,Kagiso Rabada,4,wickets,N,,0
1178400,Jaipur,2019-04-10,Chennai Super Kings,field,Bruce Oxenford,Ulhas Gandhe,Sawai Mansingh Stadium,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,MS Dhoni,4,wickets,N,,0
1178402,Wankhede,2019-04-12,Rajasthan Royals,field,Nand Kishore,Nitin Menon,Wankhede Stadium,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Jos Buttler,4,wickets,N,,0
1178403,Mohali,2019-04-12,Royal Challengers Bangalore,field,Sundaram Ravi,Ulhas Gandhe,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,AB de Villiers,8,wickets,N,,0
1178414,Bengaluru,2019-04-20,Chennai Super Kings,field,Rod Tucker,Vineet Kulkarni,M Chinnaswamy Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Parthiv Patel,1,run,N,,0
1178419,Chennai,2019-04-25,Chennai Super Kings,field,Anil Chaudhary,Nigel Llong,MA Chidambaram Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Rohit Sharma,46,runs,N,,0
1178420,Jaipur,2019-04-26,Rajasthan Royals,field,Nand Kishore,Yeshwant Barde,Sawai Mansingh Stadium,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,Jaydev Unadkat,7,wickets,N,,0
1178424,Bengaluru,2019-04-29,Rajasthan Royals,field,Nigel Llong,Ulhas Gandhe,M Chinnaswamy Stadium,,Royal Challengers Bangalore,Rajasthan Royals,,,,,,0
1178431,Wankhede,2019-05-04,Mumbai Indians,field,Nand Kishore,Nandan,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Hardik Pandya,9,wickets,N,,0
1136565,Chennai,2018-04-09,Chennai Super Kings,field,Anil Chaudhary,Chris Gaffaney,MA Chidambaram Stadium,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,Sam Billings,5,wickets,N,,0
1136571,Bengaluru,2018-04-14,Royal Challengers Bangalore,field,Chettithody Shamshuddin,Sundaram Ravi,M Chinnaswamy Stadium,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Sanju Samson,19,runs,N,,0
1136574,Wankhede,2018-04-16,Royal Challengers Bangalore,field,Nitin Menon,Rod Tucker,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,46,runs,N,,0
1136576,Mohali,2018-04-18,Kings XI Punjab,bat,Anil Chaudhary,Nigel Llong,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Chris Gayle,15,runs,N,,0
1136578,Kolkata,2018-04-20,Kings XI Punjab,field,Abhijit Deshmukh,Chettithody Shamshuddin,Eden Gardens,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,KL Rahul,9,wickets,N,XI won by 9 wickets (with 11 balls remaining) (D/L,0
1136580,Hyderabad (Deccan),2018-04-21,Sunrisers Hyderabad,field,Anil Chaudhary,Vineet Kulkarni,Rajiv Gandhi International Stadium,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Ambati Rayudu,4,runs,N,,0
1136584,Bengaluru,2018-04-24,Chennai Super Kings,field,Nigel Llong,Virender Sharma,M Chinnaswamy Stadium,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,5,wickets,N,,0
1136585,Hyderabad (Deccan),2018-04-25,Kings XI Punjab,field,Nandan,Yeshwant Barde,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Ankit Rajpoot,13,runs,N,,0
1136588,Jaipur,2018-04-28,Sunrisers Hyderabad,bat,Bruce Oxenford,Nand Kishore,Sawai Mansingh Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Kane Williamson,11,runs,N,,0
1136591,Bengaluru,2018-04-30,Mumbai Indians,field,Marais Erasmus,Nitin Menon,M Chinnaswamy Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Tim Southee,14,runs,N,,0
1136592,Delhi,2018-05-01,Rajasthan Royals,field,Nandan,Virender Sharma,Feroz Shah Kotla,Delhi Daredevils,Delhi Daredevils,Rajasthan Royals,Rishabh Pant,4,runs,N,won by 4 runs (D/L,0
1136593,Kolkata,2018-05-02,Kolkata Knight Riders,field,Abhijit Deshmukh,Kumar Dharmasena,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,Sunil Narine,6,wickets,N,,0
1136594,Indore,2018-05-03,Mumbai Indians,field,Anil Dandekar,Sundaram Ravi,Holkar Cricket Stadium,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Suryakumar Yadav,6,wickets,N,,0
1136598,Indore,2018-05-05,Kings XI Punjab,field,Chettithody Shamshuddin,Sundaram Ravi,Holkar Cricket Stadium,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,Mujeeb Ur Rahman,6,wickets,N,,0
1136606,Pune,2018-05-12,Chennai Super Kings,field,Marais Erasmus,Yeshwant Barde,Maharashtra Cricket Association Stadium,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Ambati Rayudu,8,wickets,N,,0
1136609,Kolkata,2018-05-14,Kolkata Knight Riders,field,Anil Chaudhary,Kumar Dharmasena,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,Kuldeep Yadav,6,wickets,N,,0
1136611,Bengaluru,2018-05-16,Sunrisers Hyderabad,field,Anil Dandekar,Sundaram Ravi,M Chinnaswamy Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,AB de Villiers,14,runs,N,,0
1136614,Hyderabad (Deccan),2018-05-18,Sunrisers Hyderabad,bat,Anil Chaudhary,Sundaram Ravi,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Chris Lynn,5,wickets,N,,0
1136615,Delhi,2018-05-19,Delhi Daredevils,bat,Kumar Dharmasena,Nandan,Feroz Shah Kotla,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Amit Mishra,11,runs,N,,0
